,Item_Fat_Content,Item_Type,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,mrp per weight,visibility per mrp,mrp per year,Predictions
603,Regular,Meat,113.1202,Medium,Tier 1,Supermarket Type1,6.42728409090909,0.0006739749399311529,0.056588394197098546,1825.0465733333333
604,LF,Household,129.931,Medium,Tier 2,Supermarket Type1,6.7672395833333345,0.00031910038404999575,0.06473891380169408,2262.4993666666664
605,Low Fat,Soft Drinks,218.0508,Medium,Tier 3,Supermarket Type3,17.444064,9.276979492852123e-05,0.10984926952141058,6962.448146666668
606,Regular,Fruits and Vegetables,125.6388,High,Tier 3,Supermarket Type1,7.038588235294117,0.00037066344950763616,0.06323039758429794,2692.3398466666667
607,Regular,Frozen Foods,90.9804,Small,Tier 2,Supermarket Type1,5.2438270893371755,0.00045577278182993257,0.04539940119760479,1316.9745933333334
608,Regular,Meat,47.0376,Small,Tier 1,Supermarket Type1,2.5289032258064514,0.003645527811793119,0.02355413119679519,599.4197399999998
609,Regular,Frozen Foods,162.821,Medium,Tier 3,Grocery Store,11.756028880866426,0.0002662150828210121,0.08149199199199199,351.3648533333333
610,Regular,Breakfast,158.163,Medium,Tier 3,Grocery Store,7.829851485148516,0.0004153478626480276,0.07916066066066067,423.20467333333335
611,Low Fat,Canned,116.1492,Small,Tier 1,Supermarket Type1,15.172984977139123,0.0002750330437058542,0.05816184276414622,1759.5762399999999
612,Regular,Dairy,220.4772,Medium,Tier 3,Supermarket Type2,18.684508474576273,0.0004875483360637744,0.10974474863115978,3306.3849933333336
613,Regular,Baking Goods,241.1196,Medium,Tier 3,Supermarket Type2,13.248329670329671,0.00010853809064049543,0.1200197112991538,3382.86322
614,Low Fat,Household,150.7366,High,Tier 3,Supermarket Type1,7.281961352657006,0.00026014349534220617,0.07586139909411173,2617.5926999999992
615,Low Fat,Snack Foods,145.2418,Medium,Tier 3,Grocery Store,8.068988888888889,0.00044957029587901003,0.0726935935935936,325.17672000000005
616,Low Fat,Household,94.541,Medium,Tier 1,Supermarket Type1,5.782324159021406,0.00018002373573370285,0.04729414707353677,1501.9560266666667
617,Low Fat,Baking Goods,53.0956,Medium,Tier 1,Supermarket Type1,3.765645390070922,0.0021365900564265213,0.026561080540270135,909.7047333333333
618,Low Fat,Health and Hygiene,32.8216,Medium,Tier 3,Supermarket Type3,2.6257279999999996,0.001265493150851878,0.016534811083123425,1210.5797533333337
619,Low Fat,Dairy,109.4886,Small,Tier 1,Grocery Store,8.759088,0.00035286002378329796,0.05515798488664988,260.79386000000005
620,Low Fat,Fruits and Vegetables,180.8976,Medium,Tier 3,Grocery Store,13.399822222222223,0.00019890021758165946,0.09053933933933934,505.3200066666667
621,Regular,Snack Foods,86.5514,Medium,Tier 3,Grocery Store,12.976221889055472,0.0,0.04331901901901902,259.10716666666667
622,Low Fat,Snack Foods,119.6124,Medium,Tier 2,Supermarket Type1,9.685214574898785,0.0007815724874678545,0.05974645354645354,2584.3027
623,Regular,Frozen Foods,162.5236,High,Tier 3,Supermarket Type1,18.271343451377177,0.0008462180815586168,0.08179345747357825,2414.6790533333333
624,Low Fat,Soft Drinks,175.7738,Medium,Tier 1,Supermarket Type1,10.044217142857143,0.0005578547144113628,0.08793086543271636,2862.030073333333
625,Regular,Fruits and Vegetables,142.9786,High,Tier 3,Supermarket Type1,9.468781456953643,0.0006978327386056375,0.0719570206341218,2401.1411200000002
626,Low Fat,Household,39.7822,Medium,Tier 3,Supermarket Type2,1.9405951219512196,0.0008270577544731059,0.01980199104031857,514.1973399999999
627,Low Fat,Baking Goods,195.9136,Medium,Tier 2,Supermarket Type1,21.065978494623653,0.00014588029110791694,0.09785894105894107,3555.9268333333334
628,Regular,Canned,93.412,Medium,Tier 1,Supermarket Type1,4.612938271604938,0.0011013962660043678,0.04672936468234117,1297.821746666667
629,Low Fat,Household,58.0562,Small,Tier 2,Supermarket Type1,8.171175228712174,0.0007716710532208446,0.02897015968063872,811.07756
630,Regular,Snack Foods,140.3838,Medium,Tier 2,Supermarket Type1,27.553248282630033,0.0009277152349487619,0.06994708520179373,2252.3348199999996
631,Regular,Snack Foods,110.5254,Small,Tier 1,Supermarket Type1,9.610904347826088,0.0,0.055345718577866805,1649.896786666667
632,Low Fat,Household,87.8514,Medium,Tier 2,Supermarket Type1,4.482214285714285,0.00047267008835374285,0.04377249626307922,1825.4460533333329
633,Regular,Frozen Foods,74.2354,Medium,Tier 1,Supermarket Type1,9.103053341508277,0.0004527162108643585,0.037136268134067035,1166.3040533333335
634,Low Fat,Canned,84.1224,Medium,Tier 3,Supermarket Type2,16.255536231884058,0.00044638883341416796,0.0418727725236436,1454.9727400000002
635,Regular,Starchy Foods,91.2804,Medium,Tier 3,Grocery Store,7.421170731707317,0.0011849084578945755,0.04568588588588589,201.47108000000006
636,Low Fat,Hard Drinks,143.2444,High,Tier 3,Supermarket Type1,18.247694267515925,0.0011368308150266257,0.07209079013588325,2670.0577399999997
637,Low Fat,Frozen Foods,248.246,Small,Tier 1,Grocery Store,19.85968,0.000925206923777221,0.1250609571788413,554.74456
638,Low Fat,Frozen Foods,88.183,Medium,Tier 2,Supermarket Type1,8.398380952380952,0.0005971891407640928,0.04404745254745255,1859.3130800000004
639,Low Fat,Household,212.5218,Medium,Tier 3,Supermarket Type2,11.334496000000001,0.00016208738115336874,0.1057848680935789,2631.5301133333337
640,Low Fat,Hard Drinks,57.1614,Medium,Tier 3,Supermarket Type2,3.90180204778157,0.002991740160317977,0.028452663016426082,716.00132
641,Low Fat,Soft Drinks,151.9024,High,Tier 3,Supermarket Type1,14.065037037037037,0.00040190632932725226,0.07644811273276296,2030.22394
642,Low Fat,Soft Drinks,184.7924,Medium,Tier 3,Supermarket Type3,14.783392,0.000610308768109511,0.0930944080604534,5007.037933333334
643,Regular,Frozen Foods,183.4266,Small,Tier 2,Supermarket Type1,9.996,0.0005027041606833469,0.09153023952095808,3154.538206666667
644,Regular,Meat,105.199,Medium,Tier 2,Supermarket Type1,20.26955684007707,0.00042150938697135907,0.052546953046953046,1670.2702666666667
645,Low Fat,Snack Foods,148.6076,Medium,Tier 2,Supermarket Type1,14.576517900931828,0.0007241544510509557,0.07422957042957043,1909.2036933333336
646,Regular,Frozen Foods,131.331,Medium,Tier 2,Supermarket Type1,8.697417218543047,0.00015209367171497974,0.06559990009990009,2391.398246666666
647,Regular,Fruits and Vegetables,163.1526,Medium,Tier 1,Supermarket Type1,13.768151898734178,0.0003074607514682573,0.08161710855427715,3457.36624
648,Low Fat,Meat,65.1826,Small,Tier 1,Supermarket Type1,5.364823045267489,0.0,0.032640260390585873,1033.4325666666666
649,low fat,Snack Foods,183.3634,Small,Tier 1,Grocery Store,14.669072000000002,0.0,0.09237450881612091,569.0148733333335
650,Low Fat,Household,73.7696,Medium,Tier 3,Supermarket Type3,5.901568,0.0009577005433132348,0.03716352644836272,2418.030246666667
651,Regular,Snack Foods,258.1304,Small,Tier 2,Supermarket Type1,26.888583333333337,0.00010590941632601196,0.12880758483033933,4297.383906666667
652,Low Fat,Soft Drinks,120.244,Medium,Tier 3,Supermarket Type2,15.958062375580623,0.0,0.05985266301642608,1367.3090733333336
653,Low Fat,Household,173.5054,Small,Tier 2,Supermarket Type1,13.770269841269842,0.0004768622014069879,0.08657954091816368,3096.946506666667
654,Regular,Baking Goods,172.8764,Medium,Tier 1,Supermarket Type1,13.720349206349207,0.0001826957352189194,0.08648144072036018,2856.1488399999994
655,Low Fat,Health and Hygiene,241.9196,Small,Tier 1,Supermarket Type1,13.62927323943662,0.0004038983364721172,0.1211415122684026,4675.713659999999
656,Low Fat,Hard Drinks,45.906,High,Tier 3,Supermarket Type1,3.0604,0.0,0.023103170608958227,793.3894733333332
657,Low Fat,Dairy,110.3228,Small,Tier 1,Grocery Store,8.825824,0.0011843662053537436,0.05557823677581864,237.71279333333342
658,Low Fat,Fruits and Vegetables,178.437,Medium,Tier 3,Supermarket Type3,14.27496,0.0005951710631763591,0.0898926952141058,4904.88202
659,Low Fat,Household,172.8106,Medium,Tier 3,Supermarket Type3,13.824848,0.00015707556712377598,0.08705823677581864,5051.602146666666
660,Regular,Baking Goods,176.837,Medium,Tier 1,Supermarket Type1,32.50680147058823,9.663405282831081e-05,0.08846273136568283,2780.5805399999995
661,Low Fat,Fruits and Vegetables,182.4318,Medium,Tier 2,Supermarket Type1,14.197027237354087,0.00012460497018611886,0.09089775784753364,2762.515166666666
662,Low Fat,Soft Drinks,236.4564,High,Tier 3,Supermarket Type1,23.896553815058112,0.0007091852832065446,0.11900171112229492,3813.813366666665
663,Low Fat,Fruits and Vegetables,231.2642,Small,Tier 1,Supermarket Type1,17.9972140077821,0.00046783134181598365,0.1158058087130696,3804.0704933333327
664,Low Fat,Breads,42.2454,High,Tier 3,Supermarket Type1,3.9854150943396225,0.00026227698163587044,0.021260895822848513,832.7826399999999
665,Regular,Baking Goods,102.9332,Medium,Tier 2,Supermarket Type1,7.098841379310345,0.0012530996996110099,0.05128709516691579,1935.524986666666
666,Low Fat,Meat,166.3842,Small,Tier 2,Supermarket Type1,10.176403669724769,0.00019552784459101288,0.08302604790419162,4108.030386666667
667,Low Fat,Baking Goods,106.4622,Small,Tier 1,Supermarket Type1,9.548179372197309,0.000534768593923477,0.05331106659989985,1586.0465666666669
668,Low Fat,Starchy Foods,165.2526,Small,Tier 1,Supermarket Type1,9.05493698630137,0.0003645850836840086,0.08275042563845769,2398.322566666667
669,Low Fat,Household,130.9652,Medium,Tier 3,Supermarket Type3,10.477216,0.0007068726883172017,0.0659774307304786,3045.568939999999
670,Regular,Breakfast,38.248,Medium,Tier 2,Supermarket Type1,2.2172753623188406,0.003292532603011922,0.019057299451918284,540.4520533333333
671,Low Fat,Fruits and Vegetables,246.0144,Medium,Tier 3,Supermarket Type2,22.77911111111111,0.00020292129241215146,0.12245614733698357,2576.535033333333
672,Regular,Seafood,240.088,High,Tier 3,Supermarket Type1,11.570506024096385,0.0005382608168671487,0.12082939104177151,3547.8262666666665
673,Low Fat,Fruits and Vegetables,129.4652,Medium,Tier 3,Supermarket Type2,11.25784347826087,0.0013457121604879146,0.06444260826281732,1794.6195133333329
674,Regular,Snack Foods,33.0558,Medium,Tier 3,Grocery Store,2.8013389830508473,0.003884774018477847,0.016544444444444445,121.46411333333336
675,Low Fat,Health and Hygiene,107.6596,Medium,Tier 2,Supermarket Type1,6.485518072289156,0.0001508790855622722,0.053776023976023976,1496.0525999999995
676,Low Fat,Snack Foods,112.6176,High,Tier 3,Supermarket Type1,6.398727272727272,0.0004353408703435342,0.056677201811776545,1852.78824
677,Regular,Baking Goods,36.2874,Medium,Tier 3,Supermarket Type2,3.7027959183673467,0.0012525340476308583,0.018062419113987056,492.2481333333333
678,Low Fat,Household,116.0808,Medium,Tier 1,Supermarket Type1,10.698691244239631,0.0002474524986044204,0.058069434717358676,1969.1035000000002
679,LF,Fruits and Vegetables,174.4738,High,Tier 3,Supermarket Type1,10.510469879518071,0.0006999662356181845,0.0878076497232008,2584.70218
680,Low Fat,Frozen Foods,109.1254,Medium,Tier 1,Supermarket Type1,13.80460468058191,0.0005046708557311131,0.054589994997498746,1561.8114466666664
681,Low Fat,Frozen Foods,263.2594,Medium,Tier 3,Supermarket Type3,21.060752,8.650200904507114e-05,0.13262438287153655,4795.002826666665
682,Low Fat,Health and Hygiene,123.5414,Small,Tier 2,Supermarket Type1,9.804873015873016,0.0005188430922751402,0.06164740518962076,1579.0334733333334
683,Low Fat,Household,228.401,Small,Tier 1,Grocery Store,18.272080000000003,0.00028008691292945304,0.11506347607052897,616.6861533333334
684,Regular,Baking Goods,167.1132,Medium,Tier 3,Supermarket Type2,8.35566,0.0003599060756421396,0.08318227974116477,2153.885193333333
685,Regular,Dairy,193.1794,Medium,Tier 2,Supermarket Type1,18.948445316331533,0.0007566188216756032,0.09649320679320679,3969.6771466666682
686,Regular,Dairy,123.073,Small,Tier 1,Supermarket Type1,11.296282698485543,7.818011261608964e-05,0.06162894341512268,1719.4950799999997
687,Regular,Meat,182.6292,High,Tier 3,Supermarket Type1,9.766267379679144,0.0005010245513860873,0.09191202818319073,3394.292786666666
688,Regular,Meat,211.7586,Medium,Tier 2,Supermarket Type1,14.808293706293705,0.00023506436574476786,0.10577352647352647,3920.851813333334
689,Low Fat,Health and Hygiene,36.6874,Medium,Tier 3,Grocery Store,2.717585185185185,0.0025088177684981765,0.01836206206206206,134.6025666666667
690,Low Fat,Household,259.9594,Medium,Tier 3,Supermarket Type3,20.796752,0.0002758801874446548,0.13096191435768262,6505.997860000002
691,Regular,Fruits and Vegetables,80.0276,Small,Tier 2,Supermarket Type1,4.521333333333334,0.0,0.039933932135728545,1249.64002
692,Low Fat,Health and Hygiene,122.773,Medium,Tier 2,Supermarket Type1,7.221941176470588,0.0004261131030438289,0.06132517482517482,2177.987153333334
693,Low Fat,Health and Hygiene,141.5154,Medium,Tier 1,Supermarket Type1,7.040567164179104,0.00010572038096207197,0.07079309654827413,2405.9792666666663
694,Regular,Snack Foods,149.8708,Small,Tier 1,Grocery Store,11.989664,0.0010462199441118617,0.07550166246851385,290.9324066666667
695,Low Fat,Breads,104.0332,Small,Tier 1,Supermarket Type1,15.882931297709924,0.0002357500105735477,0.05209474211316975,2000.4182933333334
696,Low Fat,Frozen Foods,249.0434,Medium,Tier 2,Supermarket Type1,14.649611764705881,0.0004803463974552227,0.12439730269730269,5001.667146666668
697,Regular,Canned,40.1454,Medium,Tier 2,Supermarket Type1,2.768648275862069,0.0010295756425393694,0.020052647352647352,511.64510666666683
698,Low Fat,Snack Foods,176.8054,Small,Tier 2,Supermarket Type1,11.333679487179486,0.00014250347557257867,0.08822624750499002,3667.4039466666663
699,Regular,Frozen Foods,156.4656,Medium,Tier 2,Supermarket Type1,11.176114285714286,0.00038698352225664936,0.07815464535464535,2459.9312599999994
700,LF,Canned,221.0456,Small,Tier 1,Supermarket Type1,37.43363251481795,0.00020652862124376147,0.11068883324987482,3634.33588
701,Low Fat,Meat,116.215,Small,Tier 2,Supermarket Type1,16.007575757575758,0.00012408720905218774,0.057991516966067864,1859.4462400000002
702,Low Fat,Soft Drinks,106.0938,Medium,Tier 1,Supermarket Type1,8.625512195121951,0.0006557189392782613,0.05307343671835918,1718.5629599999995
703,Low Fat,Frozen Foods,225.4062,Small,Tier 1,Grocery Store,18.032496000000002,0.0006153422842849931,0.11355476070528968,557.8294333333332
704,Low Fat,Frozen Foods,63.1536,Medium,Tier 3,Supermarket Type3,5.052288,0.00011579232221124371,0.03181541561712846,1622.7321466666663
705,Low Fat,Dairy,197.8426,Small,Tier 1,Supermarket Type1,29.908178382464097,0.0004720185693071159,0.09906990485728594,3513.4709866666662
706,Low Fat,Baking Goods,36.0874,Small,Tier 2,Supermarket Type1,2.9339349593495934,0.0030828918126548322,0.018007684630738523,671.92536
707,Low Fat,Canned,222.1456,Medium,Tier 2,Supermarket Type1,37.61991532599492,0.0002066683787569954,0.11068540109616343,4055.942633333333
708,Low Fat,Others,130.4284,Medium,Tier 3,Supermarket Type3,10.434272,0.00025899511916116426,0.0657070025188917,3663.8752066666657
709,Regular,Fruits and Vegetables,193.282,Medium,Tier 2,Supermarket Type1,9.616019900497513,0.0002840582102834201,0.09630393622321874,3244.3102400000002
710,Regular,Meat,236.7248,Medium,Tier 3,Supermarket Type2,15.781653333333333,0.00033089922559866985,0.11783215530114484,3182.035746666666
711,Low Fat,Breads,167.1184,Medium,Tier 2,Supermarket Type1,13.754600823045267,0.0001307239119091614,0.08326776283009467,3342.537933333333
712,Low Fat,Health and Hygiene,212.6244,Small,Tier 2,Supermarket Type1,11.190757894736842,8.332029155637828e-05,0.1061,4136.9483
713,Low Fat,Household,46.706,Small,Tier 2,Supermarket Type1,3.592769230769231,0.0021262042778229773,0.023306387225548904,756.7926666666666
714,LF,Fruits and Vegetables,106.728,Medium,Tier 2,Supermarket Type1,8.820495867768594,0.0013930973221647554,0.05331068931068931,1857.7151600000002
715,LF,Health and Hygiene,145.076,Medium,Tier 2,Supermarket Type1,18.877813923227066,0.00017660783313573576,0.07228500249128052,2472.226366666667
716,Low Fat,Household,160.9894,High,Tier 3,Supermarket Type1,27.6376652360515,0.0005677957679201239,0.08102133870156014,2518.3441133333336
717,Regular,Frozen Foods,117.9466,Medium,Tier 3,Grocery Store,5.697903381642512,0.0017245157808703261,0.059032332332332335,288.33578666666665
718,Regular,Canned,176.637,Medium,Tier 2,Supermarket Type1,18.219391438886024,0.0001660424656215855,0.08801046337817638,2671.38934
719,Low Fat,Household,42.9112,Medium,Tier 2,Supermarket Type1,2.707331230283912,0.0004784106247320047,0.021434165834165835,635.9499666666669
720,Low Fat,Frozen Foods,94.4094,Medium,Tier 1,Supermarket Type1,10.414715940430227,0.0,0.047228314157078545,1361.2059066666666
721,Low Fat,Health and Hygiene,258.7278,Medium,Tier 3,Grocery Store,21.56065,0.0006742989272896071,0.12949339339339339,616.5086066666668
722,Regular,Canned,103.499,Small,Tier 1,Grocery Store,8.279919999999999,0.0001532465917545097,0.05214055415617128,257.42047333333335
723,Regular,Meat,157.0314,Small,Tier 2,Supermarket Type1,26.79716723549488,0.0009604753125807959,0.07835898203592814,2601.3471799999998
724,Low Fat,Frozen Foods,237.8906,Medium,Tier 3,Supermarket Type2,31.718746666666668,0.00013770977079380185,0.11841244400199104,4133.219820000001
725,Regular,Meat,176.637,High,Tier 3,Supermarket Type1,26.403139013452915,0.00020878797760378627,0.08889632611977856,3073.59912
726,Low Fat,Hard Drinks,72.638,Medium,Tier 2,Supermarket Type1,6.725740740740741,0.0008060788292629203,0.036282717282717286,968.6502266666668
727,Low Fat,Frozen Foods,101.7016,High,Tier 3,Supermarket Type1,11.44,5.378439473911915e-05,0.05118349270256668,1028.3281000000002
728,Low Fat,Frozen Foods,195.2478,Medium,Tier 3,Supermarket Type3,15.619824000000001,0.00019064410969035244,0.0983616120906801,5051.424599999999
